WD_YM,UTIZN_CO_APRVNO,CALT_METH_NM,WD_BANKCD,DPOST_BANKCD,TRNSR_REQ_AMT
201901,12000942,익일정산,CBX,BVI,4941971
201901,12000779,익일정산,CAZ,CVN,7269204
201901,15201342,익일정산,CVN,XIE,1755121
201902,20000080,익일정산,XIE,HZO,2111710
201901,17000262,익일정산,NXL,CVN,514486
201901,12000281,익일정산,HQI,JVP,1000
201901,12000755,익일정산,IEK,SHK,118855
201901,12000243,익일정산,FLX,BVI,154455
201901,17000110,익일정산,ZVX,BVI,11452567
201901,12000191,익일정산,JVP,SHK,1737067
201901,20000222,익일정산,VEA,XIE,954115
201902,12000032,익일정산,AHN,KYG,1000
201901,17000231,익일정산,NXL,VEA,1107415
201901,12000395,익일정산,AIG,SHK,693020
201901,17000279,익일정산,HZI,QDF,49907956
201901,12001202,익일정산,CAZ,SHK,592501
201902,11001063,익일정산,CAZ,FYT,829762
201901,17000134,익일정산,IEK,BVI,51885858
201901,12001008,익일정산,QDF,BVI,250914189
201901,14000801,익일정산,AIG,BVI,1000
201901,14001718,익일정산,KYG,IEK,1258914
201901,14001943,익일정산,VEA,BVI,20455
201901,50000001,익일정산,CVN,RII,997621
201901,21900329,익일정산,KFW,BVI,1000
201901,50000001,익일정산,CAZ,IUR,463378
201901,20000132,익일정산,HQI,BVI,429694
201901,20000374,익일정산,VEA,FLX,27143470
201901,14001417,익일정산,FYT,KYG,1664589
201901,21700024,익일정산,FYT,CVN,10893488
201901,12000672,익일정산,IUR,VEA,40121216
201901,21900374,익일정산,EEB,IEK,1703765
201901,12000658,익일정산,CAZ,VEA,1000
201901,12000672,익일정산,RLM,BVI,1964672
201901,14001943,익일정산,TGT,BVI,2257717
201901,11000741,익일정산,QDF,SHK,4490807
201901,21000049,익일정산,SHK,CVN,8238644
201901,12000205,익일정산,JVP,QDF,1265481
201901,12001361,익일정산,ZDD,IEK,1000
201901,53000001,익일정산,CVN,VEA,6729527
201901,15200020,익일정산,JVP,VEA,7814412
201901,50000001,익일정산,KYG,KYG,1000
201901,21900329,익일정산,QDF,JVP,15028637
201901,12001039,익일정산,FYT,KYG,254039
201901,12000696,익일정산,EEB,IEK,1413948
201901,12001295,익일정산,AHN,SHK,30904615
201902,11001063,익일정산,QOB,VEA,404304
201901,17000134,익일정산,BVI,JVP,1000
201901,15600011,익일정산,ZDD,IEK,7429002
201901,15201342,익일정산,IEK,IEK,72370969
201902,12001202,익일정산,BVI,CVN,14392182
201902,14000517,익일정산,BVI,BVI,2761948
201901,59000001,익일정산,BVI,HZI,145821
201901,11900111,익일정산,VEA,VEA,2593978
201901,21900149,익일정산,RII,BVI,162686165
201902,17000466,익일정산,JVP,QDF,12045620
201901,12000599,익일정산,KYG,IEK,40600
201901,12000122,익일정산,QDF,VEA,1933453
201901,15300449,익일정산,IEK,VEA,33552462
201901,15300449,익일정산,JVP,SHK,8156542
201901,11000042,익일정산,JVP,SHK,1000
201902,50000001,익일정산,TGT,IUR,1000
201901,21900149,익일정산,IGI,BVI,644082
201901,15700018,익일정산,KYG,JVP,1000
201901,20000028,익일정산,HZI,SHK,90003484
201901,12001347,익일정산,IDN,BVI,1000
201901,21000063,익일정산,VEA,IEK,1150198
201901,20000253,익일정산,JVP,CVN,32220160
201902,12000395,익일정산,JVP,CVN,284782
201901,53000001,익일정산,KYG,JVP,1000
201901,12000568,익일정산,CVN,IEK,8998024
201901,12000018,익일정산,KYG,JVP,44894591
201901,20000011,익일정산,ZDD,SHK,918847
201902,17000134,익일정산,SHK,BVI,437647
201901,12000018,익일정산,CAZ,IEK,1067970
201901,14001268,익일정산,SHK,VEA,1518704
201901,15201162,익일정산,EEB,BVI,1361130
201902,15600028,익일정산,IEK,JVP,2097585
201901,17000411,익일정산,JOR,BVI,1000
201901,20000042,익일정산,ZVX,BVI,694806
201902,15200217,익일정산,BVI,IEK,1000
201902,17000338,익일정산,ZDD,IEK,380673432
201902,15201342,익일정산,CVN,QDF,1000
201902,12000520,익일정산,CAZ,JVP,64574641
201901,12001295,익일정산,JVP,CVN,28044016
201902,12001288,익일정산,JVP,VEA,16246687
201901,59000001,익일정산,KYG,CAZ,1269309
201901,12000018,익일정산,JVP,CVN,8223235
201901,14000780,익일정산,FYT,IEK,11113550
201901,15201342,익일정산,KYG,XIE,1000
201901,59000001,익일정산,FYT,CAZ,62127
201901,17000307,익일정산,SCD,BVI,1429320
201902,12000904,익일정산,ZVX,BVI,2223437
201901,15201342,익일정산,EEB,JVP,1614714
201901,17000411,익일정산,EEB,BVI,1651611
201901,15200189,익일정산,VEA,CVN,9517314
201901,12000357,익일정산,IEK,BVI,14442884
201901,12000319,익일정산,IUR,VEA,44925235
201901,50000001,익일정산,KYG,CAZ,1536424
201901,14001943,익일정산,CAZ,SHK,7841784
201901,12000904,익일정산,VEA,SHK,1000
201901,12000364,익일정산,CVN,SHK,6467
201901,12000184,익일정산,VEA,SHK,843709
201901,12000032,익일정산,VEA,KYG,1000
201901,53000001,익일정산,QDF,BVI,1842237
201902,15600059,익일정산,CBX,IEK,1000
201901,14000797,익일정산,KYG,BVI,1000
201901,21000070,익일정산,SHK,VEA,1183262
201901,11000699,익일정산,CAZ,VEA,5693212
201901,17000411,익일정산,YCA,BVI,1116935
201901,21000063,익일정산,PNA,BVI,348918
201901,14001846,익일정산,XIE,CVN,359777
201901,14001538,익일정산,JVP,IEK,1000
201901,20000132,익일정산,KYG,BVI,10317185
201901,15200466,익일정산,ZVX,CVN,2858234
201901,50000001,익일정산,FYT,RII,737227
201901,15200532,익일정산,IUR,CVN,7011323
201901,12000032,익일정산,VEA,FLX,534734
201901,15201342,익일정산,SHK,RII,1264529
201901,14001770,익일정산,ZVX,BVI,1749504
201901,21000049,익일정산,JVP,CVN,287133
201901,15300100,익일정산,JVP,CVN,636079
201901,20000350,익일정산,GPM,IEK,1560321
201902,14001770,익일정산,QDF,SHK,2961331
201901,14001431,익일정산,ZVX,CVN,47605391
201902,12001264,익일정산,VEA,CVN,2063398
201901,15201342,익일정산,TGT,XIE,1000
201901,15700018,익일정산,IUR,SHK,2995053
201901,20000118,익일정산,IUR,BVI,1103604
201901,12000032,익일정산,CVN,IEK,2471375
201901,15201342,익일정산,KYG,HZO,1000
201901,14001846,익일정산,IGI,BVI,850616
201901,15201342,익일정산,IUR,FLX,2320803
201901,14000915,익일정산,AHN,BVI,921291
201902,21800021,익일정산,BVI,VEA,2539723
201901,14001431,익일정산,QOB,IEK,23519688
201901,15201342,익일정산,CAZ,XIE,856022
201902,20000118,익일정산,EEB,CVN,499589
201901,12001361,익일정산,SHK,VEA,3848148
201902,14000780,익일정산,CVN,IEK,1000
201901,14001268,익일정산,IDN,BVI,750067
201902,21800021,익일정산,IUR,BVI,27057675
201901,15201342,익일정산,SHK,CVN,194483
201901,12001112,익일정산,RII,FYT,30970953
201901,15201155,익일정산,IEK,IEK,1156435
201901,12000973,익일정산,SHK,EEB,1231665
201901,12000236,익일정산,IUR,VEA,2172368
201901,11000710,익일정산,IEK,JVP,7156350
201901,15200570,익일정산,VEA,IEK,25077308
201901,14001590,익일정산,SMH,IEK,264214
201901,14001912,익일정산,JVP,IEK,1000
201901,21900042,익일정산,XIE,JVP,530074
201901,14001365,익일정산,VEA,FYT,1000
201901,15300359,익일정산,JVP,QDF,4733985
201901,53000001,익일정산,RII,JVP,768583
201901,15200314,익일정산,SHK,VEA,2373015
201901,17000262,익일정산,JOR,BVI,2196289
201901,15201162,익일정산,SMH,BVI,1000
201902,21900312,익일정산,SHK,BVI,1000
201901,20000066,익일정산,VEA,IEK,2252687
201901,50000001,익일정산,AHN,KYG,499613
201901,14001718,익일정산,HZO,BVI,1582318
201901,17000279,익일정산,KCK,CVN,1000
201901,50000001,익일정산,IEK,IUR,365213
201901,15201245,익일정산,NXL,SHK,2738230
201901,12000319,익일정산,ZDD,KYG,935675
201901,50000001,익일정산,KYG,EEB,1000
201902,14001770,익일정산,KYG,FLX,1754289
201901,12001112,익일정산,SMH,BVI,287734
201901,21900035,익일정산,AIG,CVN,61103
201901,21900170,익일정산,QDF,SHK,1000
201901,15201373,익일정산,ZVX,SHK,1422454
201901,59000001,익일정산,KYG,CAZ,481271
201902,15300366,익일정산,RII,IEK,1000
201901,14001268,익일정산,BVI,ZDD,1588674
201901,15201380,익일정산,KYG,RII,1110576
201902,20000149,익일정산,ZDD,ZVX,22315514
201902,14001756,익일정산,IEK,VEA,12930750
201901,17000383,익일정산,SHK,BVI,6384275
201902,14000780,익일정산,SHK,SHK,1000
201901,12000094,익일정산,JVP,JVP,7169129
201901,15200279,익일정산,VEA,VEA,21235781
201901,14001185,익일정산,BVI,BVI,2270393
201901,12001385,익일정산,VEA,EEB,889571
201902,20000222,익일정산,SHK,SHK,2463915
201901,21800021,익일정산,TGT,IEK,1000
201901,15600011,익일정산,IUR,KYG,1591852
201901,17000345,익일정산,RII,SHK,1279939
201901,12001271,익일정산,QDF,JVP,2626758
201901,15201456,익일정산,ZVX,SHK,234408
201901,12000032,익일정산,HZI,FLX,10187296
201901,15201342,익일정산,ZVX,RII,1000
201901,14000832,익일정산,ZDD,SHK,3436464
201901,50000001,익일정산,AHN,IUR,1000
201901,17000196,익일정산,QDF,CVN,5874793
201901,15300892,익일정산,FYT,VEA,1772091
201901,14001275,익일정산,IEK,ZDD,1000
201901,17000321,익일정산,XIE,SHK,397039
201901,15300328,익일정산,EEB,BVI,291183
201901,20000011,익일정산,RII,SHK,1715890
201901,12000032,익일정산,RII,JVP,1000
201901,12000928,익일정산,SHK,SHK,2519956
201901,59000001,익일정산,CVN,ZVX,3721790
201901,59000001,익일정산,ZVX,HZO,1000
201901,14001569,익일정산,BVI,BVI,4808916
201901,21900149,익일정산,SCD,BVI,1000
201901,14001846,익일정산,VEA,VEA,11242718
201901,20000080,익일정산,CVN,SHK,7359035
201901,14001251,익일정산,BVI,VEA,762559
201901,17000345,익일정산,ZDD,SHK,1000556
201902,20000222,익일정산,IEK,BVI,13355963
201901,15200525,익일정산,JVP,JVP,11122003
201901,14000690,익일정산,VEA,VEA,1596823
201901,53000001,익일정산,BVI,CAZ,1000
201901,50000001,익일정산,SHK,SHK,1966887
201901,14001787,익일정산,ZDD,CVN,979677
201901,15201245,익일정산,GPM,SHK,1000
201902,17000255,익일정산,ZVX,BVI,38512791
201901,15200262,익일정산,RII,KYG,8458567
201901,11000741,익일정산,BVI,BVI,686825
201901,17000013,익일정산,FLX,BVI,51148038
201901,15201342,익일정산,SHK,TGT,1441032
201902,50000001,익일정산,IDN,BVI,1000
201901,20000042,익일정산,CVN,BVI,34843541
201901,21700024,익일정산,VEA,IEK,677131
201901,15201342,익일정산,KYG,CAZ,1000
201902,20000011,익일정산,SHK,BVI,3348451
201901,11001212,익일정산,KYG,SHK,1161748
201901,17000345,익일정산,QDF,BVI,349437
201902,12000267,익일정산,QOB,BVI,1147328
201901,21900260,익일정산,JVP,BVI,206529238
201902,50000001,익일정산,AHN,KYG,1000
201901,21000049,익일정산,KYG,SHK,25859981
201901,17000020,익일정산,QDF,BVI,13383321
201901,12001202,익일정산,QDF,CVN,184293
201901,17000345,익일정산,ZDD,BVI,3805190
201901,12001309,익일정산,NXL,SHK,1000
201901,51000001,익일정산,CBX,BVI,1000
201901,15200428,익일정산,IUR,IEK,11675080
201901,15600011,익일정산,QDF,VEA,36694854
201901,14001365,익일정산,JVP,FYT,97997017
201901,12001240,익일정산,ZVX,JVP,1625414
201902,51000001,익일정산,CVN,VEA,13978872
201901,15201342,익일정산,KYG,HZO,1000
201901,15200110,익일정산,TGT,CVN,704368
201901,50000001,익일정산,JVP,CBX,1000
201901,14001635,익일정산,IEK,HZI,44334841
201902,12000520,익일정산,VEA,SHK,400607272
201901,12000575,익일정산,FLX,SHK,636436
201901,12001316,익일정산,AHN,SHK,2555554
201901,15200466,익일정산,JVP,VEA,9465443
201901,12000032,익일정산,IUR,KYG,535965
201901,12000665,익일정산,IUR,CVN,511723
201901,12000627,익일정산,VEA,IEK,913155
201901,20000239,익일정산,SHK,CVN,271443
201901,12000762,익일정산,JVP,SHK,1883990
201902,12000243,익일정산,IUR,BVI,1398968
201901,22000226,익일정산,VEA,VEA,11530180
201901,14000780,익일정산,KYG,IEK,948748
201902,15700018,익일정산,ZVX,SHK,42504683
201901,11000741,익일정산,NXL,SHK,1000
201901,12000063,익일정산,KYG,QDF,1102894
201902,14000832,익일정산,FYT,SHK,1000
201902,15300335,익일정산,RII,FYT,1082422
201902,17000255,익일정산,JVP,ZVX,2691748
201901,20000011,익일정산,SHK,VEA,1374129
201901,12000371,익일정산,SHK,SHK,2737590
201901,15201269,익일정산,RII,IEK,927273
201901,14001251,익일정산,VEA,SHK,1617700
201901,12001288,익일정산,HZO,IEK,1000
201901,17000428,익일정산,JVP,CVN,7900713
201901,21900170,익일정산,CAZ,BVI,2676860
201901,12000700,익일정산,ZFS,SHK,1000
201901,12000388,익일정산,IUR,BVI,983064
201901,15201342,익일정산,JVP,XIE,1580869
201901,12001288,익일정산,JVP,IEK,515013
201901,17000321,익일정산,ZDD,SHK,1344804
201901,12000025,익일정산,CVN,VEA,570414
201901,20000381,익일정산,BVI,IEK,1000
201901,14000832,익일정산,SMH,ZDD,1000
201902,20000118,익일정산,SHK,CVN,1647772
201901,12001112,익일정산,XIE,CVN,127409
201901,15201342,익일정산,VEA,IEK,1000
201901,17000345,익일정산,JVP,JVP,1061287
201901,21000032,익일정산,SMH,BVI,229690
201901,17000020,익일정산,CBX,BVI,1000
201901,15201342,익일정산,VEA,ZDD,1000
201901,20000042,익일정산,VEA,BVI,1000
201901,21000032,익일정산,CVN,QDF,157871
201901,14000832,익일정산,SCD,BVI,1948254
201901,12000153,익일정산,TGT,IEK,399229
201901,17000411,익일정산,XIE,CVN,779891
201901,12000821,익일정산,CAZ,CVN,2106581
201901,21900329,익일정산,SHK,IEK,1000
201901,21000063,익일정산,SHK,VEA,581684
201901,11001212,익일정산,IEK,CVN,6520244
201901,17000134,익일정산,IEK,CVN,611847
201901,14001185,익일정산,JVP,BVI,19892020
201901,17000442,익일정산,VEA,KYG,29572232
201901,12001288,익일정산,VEA,JVP,19473976
201901,12001323,익일정산,KYG,VEA,1000
201901,12000032,익일정산,HZI,FLX,9169601
201901,14001936,익일정산,SHK,VEA,417882
201901,11001298,익일정산,IUR,VEA,1000
201901,14001365,익일정산,CVN,FYT,13869931
201901,50000001,익일정산,FYT,IUR,80211
201901,14001787,익일정산,QDF,CVN,4549533
201901,53000001,익일정산,KYG,IEK,1000
201901,22000091,익일정산,KCK,CVN,28589722
201901,14001251,익일정산,BVI,CVN,47954043
201902,15300795,익일정산,ZVX,IEK,44903335
201901,15201283,익일정산,IUR,CVN,1000
201901,15201342,익일정산,ZDD,ZDD,1000
201901,17000307,익일정산,KYG,IEK,104949874
201902,17000352,익일정산,FLX,CVN,597631
201902,15200082,익일정산,VEA,VEA,44272582
201901,12001288,익일정산,JVP,IEK,1302128
201901,12000700,익일정산,QDF,BVI,1252637
201901,15200020,익일정산,JVP,VEA,1849655
201901,12000357,익일정산,JVP,VEA,1516561
201901,21900260,익일정산,RII,BVI,29902002
201901,12001295,익일정산,KYG,JVP,2124116
201901,15301086,익일정산,SHK,BVI,486143
201901,15300366,익일정산,TGT,BVI,1152594
201901,15200466,익일정산,CVN,KYG,15778
201901,21000032,익일정산,IGI,BVI,934635
201901,15200525,익일정산,VEA,CVN,7669
201901,15200428,익일정산,CVN,QDF,27487325
201901,12000025,익일정산,QDF,IEK,1773919
201901,50000001,익일정산,ZFS,JVP,1377655
201901,12000551,익일정산,AHN,SHK,1436371
201901,50000001,익일정산,BVI,EEB,1000
201901,12000025,익일정산,FYT,RII,1000
201901,17000338,익일정산,VEA,IEK,9122254
201902,23000029,익일정산,HZI,IEK,7515191
201901,14001912,익일정산,FYT,CVN,1000
201902,12000274,익일정산,HZI,CVN,897011
201901,15600059,익일정산,VEA,SHK,1431894
201901,15201342,익일정산,HZO,AHN,1000
201902,17000134,익일정산,CVN,SHK,3530402
201901,12001295,익일정산,SHK,CVN,1000
201901,12001039,익일정산,PNA,IEK,1000
201901,12000333,익일정산,JVP,FLX,59569176
201901,12000575,익일정산,HZO,BVI,91497220
201901,15201252,익일정산,VEA,VEA,1000
201901,15201162,익일정산,PNA,VEA,11656114
201901,12001271,익일정산,FYT,IEK,1000
201902,15201456,익일정산,VEA,SHK,654658
201901,15201342,익일정산,ZVX,HZO,1000
201902,14001846,익일정산,AIG,CVN,41439235
201901,12000658,익일정산,JVP,VEA,72600272
201901,12000388,익일정산,JOR,BVI,213561
201902,20000367,익일정산,IUR,SHK,1000
201901,17000390,익일정산,CAZ,IEK,5753780
201901,12000959,익일정산,TGT,CVN,1000
201901,17000127,익일정산,ZDD,VEA,155576
201902,15300892,익일정산,FLX,SHK,2488836
201901,14001666,익일정산,SHK,CVN,46272506
201901,12000814,익일정산,JVP,VEA,3896295
201901,14001185,익일정산,CBX,BVI,14577043
201901,12000212,익일정산,CAZ,CVN,1000
201901,14001431,익일정산,VEA,CVN,457849
201901,12000793,익일정산,BVI,BVI,12181367
201901,15201124,익일정산,XIE,JVP,2010571
201901,12000627,익일정산,IUR,IEK,3418117
201901,21700024,익일정산,IDN,BVI,850986
201901,20000035,익일정산,IEK,JVP,1797067
201901,15200293,익일정산,SHK,IEK,2509887
201901,12000388,익일정산,FYT,JVP,1000
201901,12000658,익일정산,HZI,VEA,1138103
201901,12000191,익일정산,CBX,CVN,3520199
201902,15201342,익일정산,KYG,CVN,834718
201902,12000205,익일정산,JVP,VEA,14770391
201901,15600011,익일정산,BVI,BVI,10696746
201901,17000134,익일정산,HZI,VEA,18615678
201901,14001943,익일정산,ZDD,SHK,2502718
201901,12000032,익일정산,VEA,FYT,84845292
201901,12000032,익일정산,SHK,ZVX,6661469
201902,14001701,익일정산,HZI,SHK,28721467
201902,12001385,익일정산,JVP,SHK,4689235
201901,15201342,익일정산,KYG,SHK,1000
201901,15200466,익일정산,QOB,CVN,1000
201901,20000350,익일정산,ZDD,SHK,1000
201901,11001063,익일정산,FYT,CVN,64637449
201901,15201155,익일정산,HZO,CVN,1000
201902,21000056,익일정산,JVP,JVP,31908369
201901,12001288,익일정산,EEB,IEK,280771
201901,14000690,익일정산,QDF,CVN,2977180
201901,12000063,익일정산,HZO,VEA,7470464
201901,15600011,익일정산,IDN,BVI,1652691
201901,12000212,익일정산,NXL,CVN,1225433
201901,21900149,익일정산,SCD,VEA,574430
201901,12000032,익일정산,CVN,QDF,109830017
201901,50000001,익일정산,KYG,KYG,1000
201901,50000001,익일정산,KYG,HZO,1000
201901,21900170,익일정산,BVI,BVI,1733589
201901,15201162,익일정산,ZVX,CVN,565588
201901,11000741,익일정산,CVN,VEA,41766938
201901,12001060,익일정산,IEK,VEA,7074552
201901,50000001,익일정산,BVI,JVP,293799
201901,20000211,익일정산,IEK,CVN,11854521
201901,12000658,익일정산,BVI,AHN,1798832
201901,21900374,익일정산,IUR,IEK,42130393
201902,12001264,익일정산,ZVX,VEA,10010031
201901,12000298,익일정산,IUR,KYG,1000
201901,15300359,익일정산,JVP,VEA,14098109
201901,50000001,익일정산,CVN,HZI,1574835
201901,12000018,익일정산,RII,RII,1000
201901,51000001,익일정산,IEK,CVN,497618
201901,20000035,익일정산,SHK,BVI,16955177
201901,12000032,익일정산,JVP,VEA,9545718
201901,17000345,익일정산,JVP,IEK,792394
201901,14000797,익일정산,RBR,BVI,1000
201901,12000665,익일정산,EEB,BVI,1000
201901,12000665,익일정산,RII,BVI,2442915
201901,14001538,익일정산,RII,VEA,1000
201901,17000231,익일정산,ZVX,CVN,1218828
201901,17000231,익일정산,IEK,BVI,1414102
201901,11900111,익일정산,RII,SHK,2073792
201901,14001185,익일정산,ZVX,CVN,2471655
201901,14001493,익일정산,HZI,CBX,7655562
201901,50000001,익일정산,KYG,EEB,1000
201902,17000428,익일정산,SCD,SHK,1827274
201901,12000191,익일정산,HZO,VEA,855899
201901,50000001,익일정산,SHK,VEA,135995646
201901,12000191,익일정산,SHK,IEK,910760
201901,51000001,익일정산,IGI,CVN,136482
201902,11001184,익일정산,CAZ,VEA,89274
201902,14001431,익일정산,SHK,CVN,9617497
201901,21900042,익일정산,XIE,BVI,1959719
201901,20000011,익일정산,ZDD,SHK,2260332
201901,12001295,익일정산,QDF,VEA,592371
201901,20000132,익일정산,SCD,BVI,2179791
201901,15200369,익일정산,RBR,VEA,1000
201901,50000001,익일정산,KYG,KYG,683249
201901,22000226,익일정산,VEA,CVN,39530193
201901,15200369,익일정산,IGI,BVI,219296
201901,14001666,익일정산,CAZ,SHK,167565
201901,53000001,익일정산,KYG,IEK,1775020
201902,17000307,익일정산,CAZ,BVI,2926644
201902,15300380,익일정산,JVP,FLX,989121
201901,15201342,익일정산,ZVX,TGT,872601
201901,12000056,익일정산,FYT,CVN,3979399
201902,17000345,익일정산,FYT,RII,1232174
201901,17000127,익일정산,IUR,CVN,37764009
201901,12000032,익일정산,BVI,ZVX,2526443
201901,50000001,익일정산,KYG,EEB,1000
201902,17000338,익일정산,IEK,IEK,321443
201901,15201342,익일정산,JVP,CVN,4821889
201902,15200435,익일정산,IUR,SHK,645387
201902,15201456,익일정산,JVP,IEK,8684975
201901,20000253,익일정산,ZVX,CVN,1000
201901,15201342,익일정산,KYG,ZDD,1000
201901,14001943,익일정산,CBX,JVP,3512672
201901,11001298,익일정산,VEA,JVP,41321522
201901,15201342,익일정산,KYG,KYG,1000
201902,50000001,익일정산,IUR,KYG,1000
201901,14001635,익일정산,VEA,CVN,1000
201901,21900042,익일정산,RII,IUR,8340122
201901,14001846,익일정산,FLX,BVI,809681
201901,51000001,익일정산,CAZ,IEK,7104442
201901,12000032,익일정산,VEA,FYT,22892254
201902,14001912,익일정산,JVP,IEK,6561261
201901,20000011,익일정산,EEB,SHK,1758933
201901,15200262,익일정산,HZO,VEA,1101986
201901,12000641,익일정산,VEA,SHK,8469735
201901,15201342,익일정산,ZVX,QDF,860932
201901,12000997,익일정산,SHK,VEA,12966475
201901,17000307,익일정산,IDN,BVI,388044
201901,15300359,익일정산,CBX,BVI,457942
201901,15201342,익일정산,KYG,XIE,220497
201901,12001288,익일정산,CBX,BVI,33202864
201901,12001288,익일정산,XIE,BVI,2298335
201901,21900260,익일정산,QDF,VEA,1517903
201901,15200255,익일정산,JVP,VEA,18970014
201901,14000915,익일정산,QDF,CVN,36556144
201901,14001846,익일정산,XIE,SHK,170902
201901,12000599,익일정산,HZO,SHK,1000
201901,14001635,익일정산,VEA,CVN,2217915
201901,14001275,익일정산,JVP,IEK,1312214
201901,12000928,익일정산,CBX,IEK,6227609
201901,12000928,익일정산,JVP,CVN,1000
201901,14001365,익일정산,CVN,FYT,277815
201902,12000973,익일정산,SHK,VEA,44372536
201901,12000032,익일정산,RII,AHN,70445
201901,59000001,익일정산,KYG,EEB,363653
201901,14001666,익일정산,BVI,KYG,1000
201901,21000070,익일정산,CVN,JVP,1046441
201901,15300342,익일정산,EEB,JVP,16951648
201901,15600011,익일정산,ZVX,CVN,1000
201901,14001251,익일정산,ZDD,HZO,1641760
201901,15201342,익일정산,KYG,TGT,512945
201901,17000411,익일정산,SMH,BVI,1000
201901,12000807,익일정산,EEB,CVN,1000
201901,17000307,익일정산,ZVX,IEK,1885375
201901,12001330,익일정산,IEK,IEK,10009912
201901,15201418,익일정산,NXL,SHK,880117
201901,17000231,익일정산,SCD,VEA,1000
201901,50000001,익일정산,BVI,HZI,8480258
201901,12000032,익일정산,EEB,ZVX,16906896
201901,17000262,익일정산,NXL,IEK,1934464
201901,17000262,익일정산,VEA,JVP,1577960
201901,11000097,익일정산,ZDD,CVN,740203
201902,14001590,익일정산,VEA,CVN,32179455
201901,12001288,익일정산,JVP,ZVX,569994
201901,14001787,익일정산,QDF,CVN,10549664
201902,21900374,익일정산,VEA,HZI,80404
201901,17000307,익일정산,XIE,BVI,11524558
201901,15200307,익일정산,VEA,IEK,1585754
201901,53000001,익일정산,KYG,QDF,40626143
201902,12001288,익일정산,HZI,VEA,9786216
201901,14001936,익일정산,IUR,CVN,1608592
201902,12001323,익일정산,VEA,FYT,473833
201901,14001417,익일정산,JVP,VEA,276114639
201901,12000298,익일정산,JVP,VEA,33375674
201901,15201342,익일정산,BVI,TGT,988676
201901,15200466,익일정산,HQI,BVI,260641
201901,23000029,익일정산,CVN,IEK,1117994
201901,12000786,익일정산,JVP,CVN,187951
201901,15201342,익일정산,IUR,SHK,1715838
201902,21900312,익일정산,VEA,IEK,1000
201901,21900170,익일정산,CAZ,JVP,8219421
201901,15201342,익일정산,AHN,XIE,739791
201901,12000056,익일정산,FYT,VEA,1456571
201901,17000127,익일정산,JVP,VEA,3808267
201901,17000013,익일정산,JVP,JVP,1000
201901,14001365,익일정산,CVN,FYT,2616082
201901,20000080,익일정산,CVN,JVP,522501
201901,20000080,익일정산,HZO,SHK,85563
201901,12000928,익일정산,JVP,CVN,1000
201901,15200293,익일정산,SHK,CVN,383359
201901,15700018,익일정산,XIE,EEB,1506198
201901,12000184,익일정산,JVP,CVN,4548072
201901,14000801,익일정산,QDF,CVN,8460403
201901,15200466,익일정산,SCD,BVI,1588456
201901,15201342,익일정산,BVI,KYG,1000
201901,15200099,익일정산,ZVX,SHK,1000
201901,14000690,익일정산,QDF,BVI,2967840
201901,51000001,익일정산,KYG,CAZ,1000
201901,12000032,익일정산,KYG,FYT,620607
201901,14001701,익일정산,XIE,IEK,87037698
201901,15201162,익일정산,FYT,BVI,1621150
201901,14000690,익일정산,RBR,VEA,884110
201901,14001846,익일정산,IUR,BVI,2038120
201901,11001212,익일정산,IEK,SHK,2086982
201902,12000281,익일정산,ZVX,SHK,3380254
201901,14000797,익일정산,VEA,SHK,1000
201901,15201342,익일정산,KYG,ZDD,47541
201901,12000267,익일정산,IEK,HZO,1262205
201901,51000001,익일정산,KYG,VEA,1000
201902,15300359,익일정산,IEK,CVN,13119668
201901,20000028,익일정산,CAZ,VEA,2037871
201901,17000307,익일정산,ZDD,BVI,2950683
201901,21900374,익일정산,JVP,JVP,1101981
201901,51000001,익일정산,KYG,VEA,1000
201901,14001268,익일정산,CAZ,VEA,1466691
201901,11001212,익일정산,TGT,CVN,663354
201901,59000001,익일정산,XIE,JVP,1000
201901,14001846,익일정산,JOR,JVP,1000
201901,59000001,익일정산,KYG,CAZ,1000
201901,15201342,익일정산,JVP,IEK,937806
201902,12000212,익일정산,EEB,IEK,43397204
201901,17000158,익일정산,FLX,CVN,3376380
201901,12000032,익일정산,CVN,CVN,1000
201901,21000056,익일정산,CBX,BVI,1000
201901,15201456,익일정산,FYT,KYG,447348
201901,14000797,익일정산,JVP,TGT,1099118
201901,15201245,익일정산,FYT,SHK,9021760
201901,50000001,익일정산,KYG,IUR,1000
201901,15200099,익일정산,IUR,CVN,1000
201901,21000063,익일정산,CBX,IEK,670312
201901,14001251,익일정산,IEK,IEK,1000
201901,12001240,익일정산,JVP,CVN,10987116
201901,12000326,익일정산,SHK,SHK,13988230
201901,14001808,익일정산,VEA,VEA,16798052
201901,14000915,익일정산,QDF,BVI,1000
201901,12001288,익일정산,JVP,FLX,54934922
201902,12000063,익일정산,CBX,HZO,540052
201901,12000025,익일정산,ZDD,SHK,2161099
201901,15200217,익일정산,QDF,CVN,1000
201901,12000762,익일정산,EEB,IEK,1000
201901,14001275,익일정산,CVN,SHK,1000
201901,14001185,익일정산,CBX,BVI,82534403
201901,15201342,익일정산,JVP,HZO,1283680
201901,20000350,익일정산,FYT,BVI,2788420
201901,14001846,익일정산,AIG,BVI,2887002
201901,15600011,익일정산,JVP,BVI,12499258
201901,21000049,익일정산,KYG,CVN,1000
201901,12001288,익일정산,VEA,VEA,48804212
